year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,mark,model
2016,330000,70.0,Petrol,Individual,Manual,Fourth & Above Owner,18.0,1197,82.0,114  @ 4000 ,5,Hyundai,Grand
2009,180000,70.0,Petrol,Individual,Manual,Second Owner,20.3,1197,78.9,111.7  @ 4000 ,5,Hyundai,i10
2016,550000,55.0,Diesel,Individual,Manual,First Owner,26.5,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2020,950000,5.0,Petrol,Individual,Automatic,First Owner,17.0,1198,108.5,170  @ 1750-4000 ,5,Tata,Nexon
2013,430000,100.0,Diesel,Individual,Manual,Second Owner,15.9,2523,62.1,195  @ 1400-2200 ,7,Mahindra,Bolero
2009,150000,60.0,Petrol,Individual,Manual,Second Owner,18.0,1061,67.0,84  @ 3500 ,5,Maruti,Wagon
2019,1250000,100.0,Diesel,Individual,Manual,First Owner,14.0,2179,153.86,400  @ 1750-2500 ,7,Tata,Safari
2015,600000,90.0,Diesel,Individual,Manual,Third Owner,20.7,1248,88.76,200  @ 1750 ,7,Maruti,Ertiga
2010,65000,26.432,Petrol,Dealer,Manual,First Owner,25.0,624,37.48,51  @ 4000+/-500 ,4,Tata,Nano
2016,220000,46.702,Petrol,Dealer,Manual,First Owner,16.0,796,34.2,59  @ 2500 ,8,Maruti,Omni
2016,220000,46.706,Petrol,Dealer,Manual,First Owner,16.0,796,34.2,59  @ 2500 ,8,Maruti,Omni
2006,110000,53.523,Petrol,Dealer,Manual,First Owner,16.8,1193,64.4,99.8  @ 2700 ,5,Tata,Indica
2012,175000,56.365,Diesel,Dealer,Manual,First Owner,25.4,936,56.3,142.5  @ 1750 ,5,Chevrolet,Beat
2011,160000,49.563,Petrol,Dealer,Manual,First Owner,16.0,995,62.1,90.3  @ 4200 ,5,Chevrolet,Spark
2004,65000,56.432,Petrol,Dealer,Manual,First Owner,16.0,796,37.0,59  @ 2500 ,4,Maruti,800
2002,60000,52.365,Petrol,Dealer,Manual,Second Owner,16.0,796,37.0,59  @ 2500 ,4,Maruti,800
2007,120000,53.512,Petrol,Dealer,Manual,Second Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2013,1000000,40.0,Diesel,Individual,Automatic,First Owner,11.1,2696,184.0,402  @ 1600-3000 ,7,Mahindra,Ssangyong
2010,220000,46.533,Petrol,Dealer,Manual,First Owner,18.0,998,67.1,90  @ 3500 ,5,Maruti,Wagon
2008,114999,58.632,Petrol,Dealer,Manual,Second Owner,14.0,796,35.0,6.1 @ 3000 ,5,Maruti,Omni
2016,850000,80.0,Diesel,Individual,Automatic,Second Owner,16.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2016,750000,70.0,Diesel,Individual,Manual,First Owner,24.5,1248,88.5,200  @ 1750 ,7,Maruti,Ertiga
2017,265000,90.0,Petrol,Individual,Manual,First Owner,23.0,999,67.0,91  @ 4250 ,5,Renault,KWID
2014,450000,110.0,Petrol,Individual,Manual,Second Owner,14.0,1596,99.6,146  @ 3400 ,5,Ford,Classic
2013,225000,90.0,Diesel,Individual,Manual,First Owner,17.2,1493,100.0,240  @ 1600-2800 ,7,Mahindra,Quanto
2015,1125000,70.0,Diesel,Individual,Manual,First Owner,15.0,2179,120.0,280  @ 1800-2800 ,7,Mahindra,Scorpio
2007,130000,78.0,Petrol,Individual,Manual,First Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2017,660000,45.0,Diesel,Individual,Manual,First Owner,16.0,1493,70.0,195  @ 1400-2200 ,7,Mahindra,Bolero
2015,240000,50.0,Petrol,Individual,Manual,Second Owner,23.9,998,67.05,90  @ 3500 ,5,Maruti,Alto
2017,275000,58.0,Petrol,Individual,Manual,First Owner,24.0,796,47.3,69  @ 3500 ,5,Maruti,Alto
2012,750000,120.0,Diesel,Individual,Manual,First Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),8,Toyota,Innova
2007,65000,30.0,Petrol,Individual,Manual,Second Owner,14.0,1150,76.0,"11.2 @ 4,400 @  )",5,Chevrolet,Aveo
2017,850000,162.0,Diesel,Individual,Manual,First Owner,14.0,2179,147.94,320  @ 1500-3000 ,7,Tata,Safari
2016,300000,50.0,Other,Individual,Manual,Second Owner,37.24,998,58.16,77  @ 3500 ,5,Maruti,Wagon
2015,825000,60.0,Diesel,Individual,Manual,First Owner,15.0,1997,120.0,280  @ 1800-2800 ,7,Mahindra,Scorpio
2009,185000,138.0,Diesel,Individual,Manual,Second Owner,19.0,1248,73.9,190  @ 2000 ,5,Maruti,Swift
2010,180000,70.0,Petrol,Individual,Manual,Second Owner,20.3,1197,78.9,111.7  @ 4000 ,5,Hyundai,i10
2010,160000,48.0,Petrol,Individual,Manual,Second Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2012,500000,110.0,Diesel,Individual,Automatic,First Owner,11.0,2953,153.86,380  @ 2500 ,7,Ford,Endeavour
2014,375000,88.0,Diesel,Individual,Manual,Second Owner,25.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2015,900000,68.0,Diesel,Individual,Manual,First Owner,12.9,2494,100.6,200  @ 1400-3400 ,7,Toyota,Innova
2017,459999,70.0,Petrol,Individual,Manual,First Owner,18.0,1197,82.0,114  @ 4000 ,5,Hyundai,Grand
2013,370000,96.0,Diesel,Individual,Manual,Second Owner,22.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2002,75000,30.0,Petrol,Individual,Manual,Third Owner,17.0,993,60.0,78  @ 4500 ,5,Maruti,Zen
2016,400000,60.0,Diesel,Individual,Manual,Third Owner,23.0,1248,73.94,190  @ 2000 ,5,Maruti,Ritz
2014,425000,65.0,Diesel,Individual,Manual,First Owner,25.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2016,350000,65.3,Petrol,Individual,Manual,Second Owner,18.0,1197,82.0,114  @ 4000 ,5,Hyundai,Grand
2018,600000,40.0,Petrol,Individual,Manual,First Owner,18.0,1197,81.83,114.7  @ 4000 ,5,Hyundai,i20
2012,120000,60.0,Diesel,Individual,Manual,Second Owner,25.4,936,57.6,150  @ 1750 ,5,Chevrolet,Beat
2012,200000,70.0,Petrol,Individual,Manual,Second Owner,20.9,998,67.1,90  @ 3500 ,5,Maruti,Alto
2008,100000,70.0,Petrol,Individual,Manual,Third Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2014,350000,70.0,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,160  @ 1500-2750 ,5,Hyundai,Grand
2019,399000,10.0,Petrol,Individual,Manual,First Owner,23.9,998,67.05,90  @ 3500 ,5,Maruti,Alto
2014,580000,56.0,Diesel,Individual,Manual,First Owner,22.3,1582,126.3,259.9  @ 1900-2750 ,5,Hyundai,Verna
2017,290000,30.0,Petrol,Individual,Manual,First Owner,22.0,799,53.64,72  @ 4386 ,5,Datsun,RediGO
2014,380000,50.0,Petrol,Individual,Manual,Second Owner,18.0,1197,82.0,114  @ 4000 ,5,Hyundai,Grand
2010,200000,120.0,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160  @ 2000 ,5,Ford,Figo
2018,390000,40.0,Other,Individual,Manual,First Owner,37.24,998,58.16,77  @ 3500 ,5,Maruti,Wagon
2017,500000,27.5,Petrol,Individual,Manual,First Owner,18.0,1197,81.86,113.75nm @ 4000 ,5,Hyundai,Grand
2017,650000,75.0,Diesel,Individual,Manual,First Owner,26.5,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2018,380000,5.0,Petrol,Individual,Manual,First Owner,23.0,999,67.0,91  @ 4250 ,5,Renault,KWID
2010,275000,50.0,Other,Individual,Manual,First Owner,36.68,998,58.2,77  @ 3500 ,5,Maruti,Wagon
2015,520000,70.0,Diesel,Individual,Manual,First Owner,26.5,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2015,610000,60.0,Diesel,Individual,Manual,First Owner,26.5,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2004,85000,110.0,Petrol,Individual,Manual,First Owner,18.0,998,67.1,90  @ 3500 ,5,Maruti,Wagon
2013,490000,95.0,Diesel,Individual,Manual,First Owner,20.4,1461,83.8,200  @ 1900 ,5,Renault,Duster
2015,229999,34.0,Petrol,Individual,Manual,Second Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2015,411000,25.0,Petrol,Individual,Manual,First Owner,18.0,1197,82.0,114  @ 4000 ,5,Hyundai,Grand
2019,362000,120.0,Other,Individual,Manual,Second Owner,30.72,1196,61.7,85  @ 3000 ,5,Maruti,Eeco
2014,550000,31.0,Diesel,Individual,Manual,First Owner,23.5,1364,67.06,170  @ 1800-2400 ,5,Toyota,Etios
2018,459999,70.0,Other,Individual,Manual,First Owner,37.24,998,58.16,77  @ 3500 ,5,Maruti,Wagon
2019,499000,5.0,Petrol,Individual,Automatic,First Owner,20.0,1086,68.0,99  @ 4500 ,5,Hyundai,Santro
2012,278000,120.0,Diesel,Individual,Manual,Second Owner,23.5,1364,67.1,170  @ 1800-2400 ,5,Toyota,Etios
2013,580000,67.0,Diesel,Individual,Manual,Second Owner,20.0,1461,108.5,240  @ 1850 ,5,Renault,Fluence
2018,825000,40.0,Diesel,Individual,Manual,First Owner,25.0,1498,98.6,200  @ 1750 ,5,Honda,Amaze
2004,170000,120.0,Petrol,Individual,Manual,Second Owner,13.0,1794,125.0,"16.1 @ 4,200 @  )",5,Toyota,Corolla
2014,1700000,80.0,Diesel,Individual,Manual,Second Owner,12.5,2982,168.5,343  @ 1400-3400 ,7,Toyota,Fortuner
2018,490000,7.0,Petrol,Individual,Manual,First Owner,20.0,1086,68.0,99  @ 4500 ,5,Hyundai,Santro
2018,1050000,15.0,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2016,210000,50.0,Petrol,Individual,Manual,First Owner,18.0,1199,76.8,106.5  @ 4400 ,5,Chevrolet,Beat
2016,1250000,30.0,Diesel,Individual,Manual,First Owner,15.0,2179,120.0,280  @ 1800-2800 ,7,Mahindra,Scorpio
2012,320000,120.0,Diesel,Individual,Manual,Second Owner,22.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2012,400000,64.0,Diesel,Individual,Manual,First Owner,16.5,1991,123.7,305  @ 2000 ,5,Chevrolet,Optra
2013,320000,120.0,Diesel,Individual,Manual,First Owner,23.0,1248,73.94,190  @ 2000 ,5,Maruti,Ritz
2012,600000,85.0,Diesel,Individual,Manual,First Owner,21.4,1364,87.2,205  @ 1800-2800 ,5,Toyota,Corolla
2009,170000,59.0,Petrol,Individual,Manual,Second Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2015,620000,140.0,Diesel,Individual,Manual,Second Owner,20.4,1461,83.8,200  @ 1900 ,5,Renault,Duster
2015,550000,40.0,Diesel,Individual,Manual,First Owner,23.5,1364,67.04,170  @ 1800-2400 ,5,Toyota,Etios
2014,600000,90.0,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200  @ 1750 ,5,Honda,City
2014,649000,117.0,Diesel,Individual,Manual,Third Owner,15.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2014,625000,90.0,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200  @ 1750 ,5,Honda,City
2010,125000,70.0,Petrol,Individual,Manual,First Owner,16.0,995,63.0,90.3  @ 4200 ,5,Chevrolet,Spark
2009,305000,230.0,Diesel,Individual,Manual,Second Owner,13.5,2499,72.4,171  @ 1800 ,9,Chevrolet,Tavera
2015,600000,60.0,Diesel,Individual,Manual,Second Owner,13.4,2179,138.03,320  @ 1750-2700 ,5,Tata,Xenon
2016,426000,110.0,Petrol,Individual,Manual,First Owner,18.1,1198,82.0,115  @ 3500-3600 ,6,Mahindra,KUV
2010,180000,120.0,Diesel,Individual,Manual,First Owner,17.0,1405,71.0,135  @ 2500 ,5,Tata,Indica
2011,400000,100.0,Diesel,Individual,Manual,Second Owner,22.3,1582,126.32,259.8  @ 1900-2750 ,5,Hyundai,Verna
2010,120000,40.0,Petrol,Individual,Manual,Second Owner,18.0,1199,79.4,108  @ 4400 ,5,Chevrolet,Beat
2012,300000,110.0,Diesel,Individual,Manual,Second Owner,21.1,1248,88.8,200  @ 1750-3000 ,5,Tata,Manza
2011,190000,92.5,Petrol,Individual,Manual,Second Owner,20.9,998,67.1,90  @ 3500 ,5,Maruti,Alto
2017,310000,20.0,Petrol,Individual,Manual,First Owner,24.0,796,47.3,69  @ 3500 ,5,Maruti,Alto
2016,260000,35.0,Petrol,Individual,Manual,First Owner,22.0,799,53.64,72  @ 4386 ,5,Datsun,RediGO
2017,320000,32.0,Petrol,Individual,Manual,Second Owner,23.9,998,67.05,90  @ 3500 ,5,Maruti,Alto
2013,211000,90.0,Other,Individual,Manual,First Owner,37.24,998,58.16,77  @ 3500 ,5,Maruti,Wagon
2018,650000,35.0,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,113  @ 4200 ,5,Maruti,Swift
2017,651000,32.5,Diesel,Individual,Manual,Second Owner,28.0,1248,74.02,190  @ 2000 ,5,Maruti,Swift
2014,160000,70.0,Diesel,Individual,Manual,Third Owner,25.4,936,56.3,142.5  @ 1750 ,5,Chevrolet,Beat
2019,1270000,20.0,Petrol,Individual,Automatic,First Owner,17.0,1591,121.3,151  @ 4850 ,5,Hyundai,Verna
2011,300000,300.0,Other,Individual,Manual,First Owner,36.68,998,58.2,77  @ 3500 ,5,Maruti,Wagon
2015,405000,100.0,Diesel,Individual,Manual,First Owner,25.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2015,850000,64.8,Diesel,Individual,Manual,First Owner,15.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2017,680000,90.0,Diesel,Individual,Manual,First Owner,16.0,1493,70.0,195  @ 1400-2200 ,7,Mahindra,Bolero
2014,426999,80.0,Petrol,Individual,Manual,First Owner,19.0,1197,82.0,114  @ 4000 ,5,Hyundai,Xcent
2015,869999,120.0,Diesel,Individual,Manual,First Owner,22.0,1582,126.2,259.88  @ 1900-2750 ,5,Hyundai,Elantra
2010,160000,66.444,Other,Individual,Manual,First Owner,36.68,998,58.2,77  @ 3500 ,5,Maruti,Wagon
2016,700000,86.0,Diesel,Individual,Manual,First Owner,24.0,1248,88.5,200  @ 1750 ,5,Maruti,Vitara
2012,300000,90.0,Diesel,Individual,Manual,First Owner,21.6,1461,84.8,200  @ 2000 ,5,Nissan,Sunny
2012,960000,153.0,Diesel,Individual,Manual,First Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),8,Toyota,Innova
2014,525000,70.0,Diesel,Individual,Manual,Second Owner,16.5,2498,105.0,247  @ 1800-2000 ,6,Mahindra,Thar
2015,345000,60.0,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,160  @ 1500-2750 ,5,Hyundai,Grand
2015,390000,50.0,Petrol,Individual,Manual,First Owner,18.0,1198,86.7,109  @ 4500 ,5,Honda,Amaze
2015,275000,20.0,Petrol,Individual,Manual,First Owner,20.6,1198,67.0,104  @ 4000 ,5,Datsun,GO
2014,310000,35.0,Petrol,Individual,Manual,First Owner,18.0,1199,82.4,108.5  @ 5000 ,5,Chevrolet,Sail
2017,500000,20.0,Petrol,Individual,Manual,First Owner,18.0,1197,81.86,113.75nm @ 4000 ,5,Hyundai,Grand
2013,200000,70.0,Diesel,Individual,Manual,First Owner,22.0,1248,76.9,205  @ 1750 ,5,Chevrolet,Sail
2018,650000,53.0,Diesel,Individual,Manual,First Owner,20.1,1498,88.0,230  @ 1500-2500 ,5,Volkswagen,Polo
2018,1031000,60.0,Diesel,Individual,Manual,First Owner,25.0,1498,97.9,200  @ 1750 ,5,Honda,City
2018,330000,70.0,Petrol,Individual,Manual,First Owner,20.0,998,68.05,94.14  @ 3500 ,5,Hyundai,EON
2012,250000,103.0,Petrol,Individual,Manual,First Owner,20.3,1197,78.9,111.7  @ 4000 ,5,Hyundai,i10
2017,600000,20.0,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,190.24nm @ 1750-2250 ,5,Hyundai,Grand
2013,375000,77.0,Diesel,Individual,Manual,First Owner,22.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2012,375000,90.0,Diesel,Individual,Manual,First Owner,20.5,1598,103.6,250  @ 1500-2500 ,5,Volkswagen,Vento
2003,55000,167.0,Petrol,Individual,Manual,Second Owner,18.0,998,67.1,90  @ 3500 ,5,Maruti,Wagon
2016,611000,77.0,Diesel,Individual,Manual,First Owner,22.5,1396,88.73,219.7  @ 1500-2750 ,5,Hyundai,i20
2011,275000,120.0,Diesel,Individual,Manual,Second Owner,17.0,1399,68.0,"16.3 @ 2,000 @  )",5,Ford,Fiesta
2011,185000,170.0,Other,Individual,Manual,First Owner,16.63,1086,62.1,96.1  @ 3000 ,5,Hyundai,Santro
2012,390000,100.0,Diesel,Individual,Manual,Second Owner,22.3,1582,126.32,259.8  @ 1900-2750 ,5,Hyundai,Verna
2007,72000,40.0,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,90.3  @ 4200 ,5,Chevrolet,Spark
2007,90000,50.0,Diesel,Individual,Manual,First Owner,17.8,1396,52.8,85  @ 2500 ,5,Tata,Indica
2015,500000,125.0,Diesel,Individual,Manual,First Owner,23.5,1364,67.05,170  @ 1800-2400 ,5,Toyota,Etios
2011,200000,137.0,Other,Individual,Manual,First Owner,36.68,998,58.2,77  @ 3500 ,5,Maruti,Wagon
2019,1575000,18.0,Diesel,Individual,Manual,First Owner,15.0,2179,152.87,360  @ 1750-2800 ,7,Mahindra,XUV500
2015,511000,30.0,Petrol,Individual,Manual,First Owner,18.0,1197,82.0,114  @ 4000 ,5,Hyundai,Grand
2009,150000,55.0,Petrol,Individual,Manual,First Owner,14.0,1368,88.7,115  @ 4500 ,5,Fiat,Grande
2020,1500000,40.0,Petrol,Individual,Automatic,First Owner,10.7,2694,163.7,245  @ 4000 ,8,Toyota,Innova
2018,1050000,13.0,Diesel,Individual,Manual,First Owner,17.0,2200,139.01,321  @ 1600-2400 ,7,Force,One
2012,300000,120.0,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,140  @ 1800-3000 ,5,Tata,Indigo
2011,120000,90.0,Petrol,Individual,Manual,First Owner,18.0,1199,79.4,108  @ 4400 ,5,Chevrolet,Beat
2011,170000,50.0,Petrol,Individual,Manual,Third Owner,17.9,1086,62.1,96.1  @ 3000 ,5,Hyundai,Santro
2010,320000,42.0,Diesel,Individual,Manual,First Owner,23.0,1396,69.0,140  @ 1800-3000 ,5,Tata,Indigo
2016,350000,17.0,Petrol,Individual,Automatic,First Owner,23.0,998,67.04,90  @ 3500 ,5,Maruti,Celerio
2018,500000,40.0,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,113  @ 4200 ,5,Maruti,Swift
2009,135000,137.0,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,"13.5 @ 2,500 @  )",5,Tata,Indigo
2018,340000,20.0,Petrol,Individual,Manual,First Owner,25.1,799,53.3,72  @ 4386 ,5,Renault,KWID
2020,330000,70.0,Petrol,Individual,Manual,Second Owner,18.0,1197,81.86,113.75nm @ 4000 ,5,Hyundai,Grand
2011,350000,48.756,Petrol,Individual,Manual,Second Owner,15.0,1586,103.3,145  @ 4100 ,5,Maruti,SX4
2015,1850000,30.0,Diesel,Individual,Automatic,Second Owner,12.5,2982,168.5,360  @ 1400-3200 ,7,Toyota,Fortuner
2016,400000,110.0,Diesel,Individual,Manual,First Owner,24.0,1120,71.0,180.4  @ 1750-2500 ,5,Hyundai,Xcent
2014,325000,80.322,Diesel,Dealer,Manual,First Owner,17.0,1399,67.0,160  @ 2000 ,5,Ford,Fiesta
2015,1000000,35.0,Diesel,Individual,Manual,First Owner,15.0,1997,120.0,280  @ 1800-2800 ,7,Mahindra,Scorpio
2012,350000,70.0,Diesel,Individual,Manual,Second Owner,21.0,1248,88.8,200  @ 1750 ,5,Maruti,SX4
2015,550000,120.0,Diesel,Individual,Manual,Second Owner,24.0,1498,98.6,200  @ 1750 ,7,Honda,Mobilio
2015,925000,60.0,Diesel,Individual,Manual,First Owner,14.0,2179,138.1,320  @ 1700-2700 ,7,Tata,Safari
2010,509999,97.0,Diesel,Individual,Automatic,Second Owner,11.7,2179,120.0,290  @ 1800-2800 ,8,Mahindra,Scorpio
2011,250000,100.0,Diesel,Individual,Manual,Second Owner,13.0,2489,95.0,220 @ 1400-2600  ,8,Mahindra,Xylo
2015,500000,36.0,Petrol,Individual,Manual,First Owner,17.1,1197,81.86,114.73  @ 4000 ,5,Hyundai,i20
2019,1050000,27.0,Diesel,Individual,Manual,First Owner,21.3,1396,88.7,219.7  @ 1500-2750 ,5,Hyundai,Creta
2014,490000,50.0,Diesel,Individual,Manual,First Owner,23.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2020,415000,15.0,Petrol,Individual,Manual,First Owner,15.3,1196,73.0,101  @ 3000 ,5,Maruti,Eeco
2013,190000,60.0,Petrol,Individual,Manual,Second Owner,22.7,796,47.3,69  @ 3500 ,5,Maruti,Alto
2018,680000,120.0,Diesel,Individual,Manual,First Owner,28.0,1248,74.02,190  @ 2000 ,5,Maruti,Swift
2013,479000,173.0,Diesel,Individual,Manual,First Owner,12.0,2179,120.0,290  @ 1800-2800 ,7,Mahindra,Scorpio
2016,270000,60.0,Petrol,Individual,Manual,Second Owner,22.7,796,47.3,69  @ 3500 ,5,Maruti,Alto
2008,170000,70.0,Petrol,Individual,Manual,Third Owner,19.8,1086,68.05,99.04  @ 4500 ,5,Hyundai,i10
2018,764000,25.0,Petrol,Individual,Manual,First Owner,20.7,1373,91.1,130  @ 4000 ,5,Maruti,Ciaz
2019,710000,30.0,Diesel,Individual,Manual,First Owner,15.9,2523,62.1,195  @ 1400-2200 ,7,Mahindra,Bolero
2017,310000,35.0,Petrol,Individual,Manual,First Owner,24.0,796,47.3,69  @ 3500 ,5,Maruti,Alto
2015,1500000,80.0,Diesel,Individual,Automatic,Second Owner,12.5,2982,168.5,360  @ 1400-3200 ,7,Toyota,Fortuner
2016,450000,40.0,Petrol,Individual,Manual,First Owner,18.0,1197,82.0,114  @ 4000 ,5,Hyundai,Grand
2017,2199000,10.0,Diesel,Individual,Automatic,Second Owner,17.0,2143,136.0,300  @ 1600-3000 ,5,Mercedes-Benz,GLA
2013,3600000,50.0,Diesel,Individual,Automatic,First Owner,11.7,2987,254.8,619  @ 1600-2400 ,5,Mercedes-Benz,M-Class
2008,285000,60.0,Petrol,Individual,Manual,Second Owner,15.0,1596,99.6,146  @ 3400 ,5,Ford,Fiesta
2007,465000,210.0,Diesel,Individual,Manual,Second Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),8,Toyota,Innova
2009,1100000,60.0,Diesel,Individual,Automatic,Second Owner,16.0,1995,181.0,380  @ 1750-3000 ,5,BMW,3
2011,350000,110.0,Diesel,Individual,Manual,Second Owner,20.5,1598,103.6,250  @ 1500-2500 ,5,Volkswagen,Vento
2017,600000,35.0,Petrol,Individual,Manual,First Owner,17.0,1373,91.1,130  @ 4000 ,7,Maruti,Ertiga
2017,570000,35.0,Petrol,Individual,Manual,First Owner,21.0,1197,83.1,115  @ 4000 ,5,Maruti,Baleno
2016,325000,20.0,Petrol,Individual,Manual,First Owner,23.9,998,67.05,90  @ 3500 ,5,Maruti,Alto
2016,975000,54.0,Diesel,Individual,Automatic,First Owner,16.0,1997,140.0,320  @ 1600-2800 ,7,Mahindra,XUV500
2015,480000,60.0,Petrol,Individual,Manual,First Owner,18.0,1197,81.83,114.7  @ 4000 ,5,Hyundai,i20
2014,185000,10.3,Petrol,Individual,Manual,First Owner,22.7,796,47.3,69  @ 3500 ,5,Maruti,Alto
2015,1050000,50.0,Diesel,Individual,Automatic,First Owner,17.0,1582,126.2,259.9  @ 1900-2750 ,5,Hyundai,Creta
2019,760000,3.0,Petrol,Individual,Manual,First Owner,21.0,1197,81.8,113  @ 4200 ,5,Maruti,Baleno
2019,570000,5.0,Petrol,Individual,Manual,First Owner,18.7,999,75.0,95  @ 3000-4300 ,5,Volkswagen,Polo
2018,700000,13.0,Petrol,Individual,Manual,First Owner,21.0,1197,83.1,115  @ 4000 ,5,Maruti,Baleno
2015,775000,30.0,Petrol,Individual,Automatic,First Owner,15.6,1499,110.4,140  @ 4400 ,5,Ford,EcoSport
2007,750000,60.0,Diesel,Individual,Automatic,Second Owner,14.4,2993,258.0,560  @ 1500 ,5,BMW,7
2010,140000,100.0,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,90.3  @ 4200 ,5,Chevrolet,Spark
2016,220000,40.0,Petrol,Individual,Manual,First Owner,22.7,796,47.3,69  @ 3500 ,5,Maruti,Alto
2017,650000,80.0,Diesel,Individual,Manual,First Owner,21.1,1396,88.73,220  @ 1500-2750 ,5,Hyundai,i20
2017,660000,50.0,Diesel,Individual,Automatic,First Owner,18.4,1493,100.0,230  @ 1500-2250 ,7,Mahindra,TUV
2017,380000,30.0,Other,Individual,Manual,First Owner,30.72,1196,61.7,85  @ 3000 ,5,Maruti,Eeco
2012,225000,110.0,Petrol,Individual,Manual,First Owner,19.8,1086,68.05,99.04  @ 4500 ,5,Hyundai,i10
2013,600000,30.0,Diesel,Individual,Manual,Second Owner,20.7,1248,88.76,200  @ 1750 ,7,Maruti,Ertiga
2014,620000,148.0,Diesel,Individual,Manual,Second Owner,20.7,1248,88.8,200  @ 1750 ,7,Maruti,Ertiga
2016,750000,35.0,Diesel,Individual,Manual,First Owner,18.4,1493,100.0,240  @ 1600-2800 ,7,Mahindra,TUV
2005,110000,110.0,Petrol,Individual,Manual,First Owner,18.0,998,67.1,90  @ 3500 ,5,Maruti,Wagon
2012,119000,95.0,Diesel,Individual,Manual,Second Owner,19.0,1405,70.0,135.4  @ 2500 ,5,Tata,Indica
2015,600000,25.0,Diesel,Individual,Manual,First Owner,25.0,1498,98.6,200  @ 1750 ,5,Honda,Amaze
2011,200000,80.0,Other,Individual,Manual,First Owner,36.82,998,67.1,90  @ 3500 ,5,Maruti,Zen
2014,280000,60.0,Diesel,Individual,Manual,Second Owner,23.0,1248,88.7,200  @ 1750-3000 ,5,Tata,Zest
2013,375000,100.0,Petrol,Individual,Manual,First Owner,15.0,1598,105.0,153  @ 3800 ,5,Skoda,Rapid
2017,570000,120.0,Diesel,Individual,Manual,First Owner,26.5,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2012,290000,105.0,Diesel,Individual,Manual,Second Owner,19.0,1248,73.9,190  @ 2000 ,5,Maruti,Swift
2016,711000,120.0,Diesel,Individual,Manual,First Owner,24.5,1248,88.5,200  @ 1750 ,7,Maruti,Ertiga
2012,370000,60.0,Diesel,Individual,Manual,First Owner,22.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2020,550000,15.0,Petrol,Individual,Manual,First Owner,23.2,1197,88.5,113nm @ 4400 ,5,Maruti,Dzire
2013,325000,150.0,Petrol,Individual,Manual,Second Owner,18.0,1197,85.8,114  @ 4000 ,5,Maruti,Swift
2018,670000,93.0,Diesel,Individual,Manual,First Owner,27.0,1498,98.63,200  @ 1750 ,5,Honda,Amaze
2017,385000,42.0,Petrol,Individual,Manual,Second Owner,19.8,1086,68.05,99.04  @ 4500 ,5,Hyundai,i10
2008,114999,80.0,Petrol,Individual,Manual,Second Owner,17.9,1086,62.1,96.1  @ 3000 ,5,Hyundai,Santro
2010,200000,90.0,Petrol,Individual,Manual,First Owner,17.9,1086,62.1,96.1  @ 3000 ,5,Hyundai,Santro
2018,600000,60.0,Diesel,Individual,Manual,First Owner,27.3,1248,74.0,190  @ 2000 ,5,Maruti,Baleno
